I Don't Care (with Justin Bieber) - Loud Luxury Remix
Memories - Dillon Francis Remix
All the Time - Don Diablo Remix
Call You Mine - Keanu Silva Remix
Someone You Loved - Future Humans Remix
Beautiful People (feat. Khalid) - Jack Wins Remix
Never Really Over - R3HAB Remix
Post Malone (feat. RANI) - GATTÜSO Remix
Tough Love - Tiësto Remix / Radio Edit
If I Can't Have You - Gryffin Remix
Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix
Hate Me - R3HAB Remix
Body On My
SOS - Laidback Luke Tribute Remix / Radio Edit
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix
South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix
All My Friends - Eden Prince Remix
Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix
Dancing With A Stranger (With Normani) - Cheat Codes Remix
Let It Be Me - Sondr Remix
